지역,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug
경기 안산시 상록구,97.337,97.221,97.253,97.253,97.318,97.34,97.435,97.61,97.702,97.702,97.702,97.774,97.722,97.811,97.777,97.803,98.397,98.461,98.867,98.91,99.039,99.167,99.167,99.359,100,100.251,100.48,100.847,101.04,101.303,101.54,101.81,102.111,102.184,102.506,102.506,102.695,102.938,103.486,103.687,103.741,103.893,104.111,104.422,104.71,104.875,105.146,105.696,105.882,106.185,106.31,106.551,106.701,107.057,107.211,107.429,107.632,108.009,108.453,108.812,109.164,109.608,109.958,110.218,110.602,111.001,111.292,111.583,112.022,112.213
경기 안산시 단원구,94.422,94.709,94.709,94.989,95.077,95.453,95.453,95.748,96.154,96.154,96.154,96.858,97.306,97.306,97.306,97.306,97.787,98.287,98.8,98.8,98.913,99.09,99.629,99.817,100,100,100,100,101.352,101.481,101.697,101.9,101.991,102.246,103.07,103.154,103.303,103.728,103.728,103.581,103.62,103.62,103.684,103.92,104.341,104.529,104.529,104.716,104.94,105.18,105.41,105.41,105.46,105.862,106.111,106.426,106.486,107.089,107.476,107.989,108.805,109.332,109.332,109.955,110.742,111.312,111.503,111.806,112.373,112.633
경기 고양시 덕양구,97.131,97.133,97.131,97.301,97.67,97.651,97.7,97.838,97.884,98.027,98.13,98.234,98.407,98.454,98.579,98.633,98.695,98.863,99.024,99.151,99.252,99.485,99.587,99.699,100,100.033,100.121,100.214,100.616,101.425,102.141,102.197,102.914,103.302,103.375,103.498,104.148,104.449,104.835,105.048,106.284,106.783,107.736,108.297,108.864,109.595,109.918,111.11,111.625,112.317,112.726,113.088,113.555,114.259,114.552,115.101,115.818,116.369,116.586,117.109,117.285,117.934,118.598,118.978,119.51,119.791,120.043,120.493,121.444,121.752
경기 고양시 일산동구,97.181,96.788,96.899,96.624,96.418,96.991,96.563,96.667,96.88,97.72,97.423,96.79,97.305,98.077,98.089,98.16,97.772,98.107,97.937,98.443,98.608,98.751,99.615,99.834,100,100.093,100.282,100.289,100.725,101.212,101.682,101.915,102.35,102.471,102.606,102.606,102.801,103.04,103.198,103.45,103.726,104.033,104.684,105.107,105.398,105.724,106.049,106.412,106.809,106.98,107.193,107.539,107.686,107.782,107.972,108.207,108.258,108.522,108.696,108.866,109.265,109.576,109.913,110.19,110.266,110.478,110.672,110.885,110.917,110.917
경기 고양시 일산서구,98.126,97.984,97.984,98.471,98.345,98.411,98.326,98.326,98.601,98.953,99.151,99.192,99.259,99.259,99.53,99.774,99.927,100.172,100.172,100.439,100.393,100.008,99.781,99.781,100,100.053,100.56,100.658,100.788,101.22,101.456,101.921,102.614,102.713,103.252,103.63,103.735,103.822,104.25,104.365,104.954,105.201,105.564,106.052,106.42,106.744,106.99,107.556,108.001,108.298,108.585,108.862,109.104,109.251,109.634,109.831,110.284,110.533,110.632,110.948,111.239,111.394,111.572,111.687,111.743,111.827,111.827,111.999,112.108,112.14
경기 과천시,96.243,96.428,96.411,96.416,96.553,96.731,96.858,96.962,97.068,97.17,97.395,97.613,97.768,97.923,97.957,98.168,98.363,98.559,98.878,99.038,99.223,99.354,99.624,99.765,100,100.214,100.027,99.947,100.356,100.958,101.158,101.335,101.512,101.693,101.899,102.243,102.834,103.453,103.65,104.114,104.585,104.881,105.127,105.521,105.92,106.815,107.572,108.115,108.568,109.257,109.601,109.9,110.238,111.239,111.633,111.983,112.447,112.798,113.593,114.223,115.193,116.037,116.911,117.611,118.294,118.907,119.426,120.217,121.177,121.951
경기 구리시,95.429,95.429,95.44,95.633,95.731,96.376,97.085,97.185,97.185,97.361,97.82,97.943,98.052,98.142,98.337,98.367,98.601,98.76,98.787,99.236,99.4,99.4,99.802,99.802,100,100.338,100.596,100.787,100.96,101.224,101.55,102.283,102.348,102.853,103.093,103.603,104.006,103.698,103.78,104.026,104.532,105.524,106.016,106.411,107.899,108.701,109.31,110.24,111.474,111.862,112.086,112.278,112.476,113.203,113.203,113.536,113.935,114.621,115.407,115.936,116.658,116.901,118.431,118.8,119.218,119.586,119.917,120.435,120.594,121.044
경기 남양주시,95.523,95.561,95.616,95.829,95.864,96.128,96.271,96.407,96.592,96.741,97.171,97.344,97.586,98.037,98.312,98.371,98.605,98.689,98.795,98.957,99.027,99.408,99.609,99.655,100,100.102,100.113,100.18,100.346,100.688,100.906,101.267,101.78,101.994,102.096,102.391,102.726,103.26,103.505,103.77,104.024,104.26,104.554,104.803,105.201,105.522,105.819,106.008,106.315,106.634,107.011,107.329,107.908,108.425,108.848,109.081,109.593,109.927,110.395,110.775,111.025,111.443,111.831,112.084,112.47,112.713,113.022,113.846,114.205,114.636
경기 오산시,95.423,95.554,95.744,95.82,95.643,95.679,95.882,96.264,95.884,95.752,96.26,97.38,97.813,97.93,98.223,98.224,98.179,98.393,98.563,98.605,98.961,99.114,99.163,99.457,100,100.277,100.556,100.776,100.972,101.423,103.395,103.974,104.173,104.152,104.351,104.523,104.609,104.839,104.825,105.06,105.296,105.743,106.043,106.109,106.182,106.515,106.705,107.046,107.384,107.965,108.156,108.509,108.675,108.909,109.089,109.134,109.666,110.024,110.165,110.589,110.738,111.086,111.356,111.714,112.078,112.327,112.584,112.775,113.509,114.035
경기 군포시,96.656,96.788,96.784,96.962,96.777,96.987,97.269,97.488,97.779,97.906,97.837,97.829,97.982,97.996,97.984,98.207,98.453,98.765,98.988,99.243,99.367,99.424,99.669,99.844,100,100.212,100.428,100.605,100.921,101.34,101.659,101.952,102.158,102.414,102.875,103.182,103.508,103.803,104.007,104.195,104.605,104.917,105.147,105.455,105.849,106.086,106.389,106.672,106.928,107.198,107.429,107.683,107.918,108.26,108.615,108.958,109.177,109.549,109.884,110.18,110.487,110.775,111.11,111.358,111.645,112.105,112.392,112.728,113.117,113.455
경기 의왕시,95.726,95.891,96.052,96.052,95.557,97.396,97.396,97.577,97.08,98.69,97.423,97.574,97.574,97.574,97.574,97.76,97.809,97.809,96.677,98.592,98.592,99.848,99.944,99.944,100,100.064,100.208,100.208,100.497,102.912,103.173,103.642,103.931,104.495,105.105,105.116,105.528,105.528,105.838,106.335,106.079,106.495,106.939,107.243,107.371,107.799,108.04,108.456,108.895,109.077,109.575,110.168,110.324,110.459,110.605,110.933,110.933,111.543,111.721,112.02,112.528,113.127,113.127,113.127,113.338,113.967,114.016,114.016,114.684,115.099
경기 용인시 처인구,96.799,96.95,96.998,97.07,97.272,97.584,97.694,97.773,97.874,98.128,98.524,98.532,98.704,98.76,98.819,98.863,99.067,99.146,99.274,99.479,99.546,99.59,99.764,99.858,100,100.205,100.288,100.446,100.663,100.875,101.044,101.294,101.579,101.812,101.842,102.136,102.265,102.43,102.6,102.737,102.942,103.051,103.379,103.488,103.781,104.018,104.24,104.417,104.798,104.958,105.363,105.742,105.97,106.129,106.553,107.032,107.432,107.935,108.244,108.357,108.472,108.922,109.1,109.567,109.953,110.29,110.414,110.703,110.778,111.083
경기 용인시 기흥구,97.046,97.142,97.216,97.206,97.288,97.479,97.509,97.587,97.663,97.77,98.03,98.193,98.312,98.553,98.568,98.642,98.77,98.847,99.34,99.347,99.548,99.704,99.935,99.97,100,100.116,100.214,100.424,100.71,100.866,101.186,101.318,101.46,101.781,101.711,101.9,101.993,102.216,102.155,102.306,102.404,102.734,103.255,103.572,103.795,104.219,104.604,104.734,105.231,105.648,106.271,106.256,106.518,106.449,106.843,107.36,108.295,108.765,109.18,109.507,110.213,111.248,111.75,112.411,113.019,113.147,113.373,114.171,115.926,116.813
경기 파주시,97.011,97.224,97.172,97.161,97.483,97.381,97.671,97.824,97.829,97.97,98.338,98.714,98.789,98.83,99.177,99.137,99.531,99.594,99.538,100.101,100.268,99.695,99.732,99.728,100,100.02,100.227,100.228,100.4,100.629,101.039,101.039,101.355,101.446,101.56,101.802,101.842,101.88,101.729,101.914,102.185,103.215,104.741,105.65,107.692,107.917,108.381,109.026,109.271,109.671,110.149,110.586,110.896,111.061,111.355,111.638,111.783,111.817,112.117,112.248,112.759,112.89,113.404,113.735,113.584,113.649,113.788,114.104,114.46,114.773
경기 양주시,97.571,97.571,97.571,97.31,97.205,97.188,97.046,96.815,96.913,97.136,97.217,97.481,97.537,97.577,97.652,97.761,97.896,97.896,99.073,99.159,99.566,99.864,99.884,99.973,100,100.077,100.214,100.234,100.579,101.449,101.737,102.044,102.067,102.192,102.396,102.235,102.415,102.493,102.56,102.739,102.899,103.389,103.079,103.212,103.212,103.212,103.656,104.182,104.597,104.849,104.849,105.062,106.141,107.351,107.368,107.469,107.941,108.244,108.995,109.253,109.677,110.938,111.363,112.132,113.374,113.51,113.679,114.089,114.483,115.137
경기 양평군,98.162,98.065,98.089,98.097,98.199,98.225,98.178,98.299,98.275,98.356,98.356,98.546,98.603,98.7,98.897,99.027,99.027,99.298,99.431,99.589,99.629,99.701,99.715,99.868,100,100.149,100.265,100.45,100.579,100.933,101.37,101.805,102.455,102.851,103,103.26,103.407,103.591,103.854,104.106,104.458,104.799,104.936,105.323,105.628,106.04,106.265,106.642,107.018,107.439,107.831,108.173,108.658,108.938,109.253,109.511,109.887,110.203,110.533,110.806,111.142,111.311,111.591,112.069,112.453,112.965,113.232,113.55,113.933,114.274
